3186 2926 106.183333333333 -7.51666666666667 -29.0664566646202 -26.4961848762709 13 212
3187 2926 106.216666666667 -7.51666666666667 -31.4043907451116 -28.7804308802898 13 212
3188 2926 106.25 -7.51666666666667 -35.5089319772043 -32.8826047299939 13 212
3189 2926 106.283333333333 -7.51666666666667 -49.1781547052825 -46.5707540192554 13 212
3190 2926 106.316666666667 -7.51666666666667 -76.1305948666695 -73.5407133870153 13 212
3191 2926 106.35 -7.51666666666667 -97.8816631999066 -95.293662344621 13 212
3192 2926 106.383333333333 -7.51666666666667 -104.616256570455 -101.990164924183 13 212
3193 2926 106.416666666667 -7.51666666666667 -103.242665907733 -100.522304580858 13 212
3194 2926 106.45 -7.51666666666667 -96.26233132901 -93.4334251094452 13 212
3195 2926 106.483333333333 -7.51666666666667 -87.2837505117306 -84.3812539418077 13 212
3196 2926 106.516666666667 -7.51666666666667 -82.1890184547714 -79.2313545127679 13 212
3197 2926 106.55 -7.51666666666667 -85.9398457882298 -82.9400621095222 13 212
3198 2926 106.583333333333 -7.51666666666667 -96.2679838982899 -93.254318791713 13 212
3199 2926 106.616666666667 -7.51666666666667 -108.681253407525 -105.667015318186 13 212
3200 2926 106.65 -7.51666666666667 -126.732757088279 -123.766867539896 13 212
3201 2926 106.683333333333 -7.51666666666667 -154.52832374978 -151.686409854753 13 212
3202 2926 106.716666666667 -7.51666666666667 -186.363473526972 -183.626668851369 13 212
3203 2926 106.75 -7.51666666666667 -212.842747468801 -210.162759943335 13 212
3204 2926 106.783333333333 -7.51666666666667 -233.493276259701 -230.873015786786 13 212
3205 2926 106.816666666667 -7.51666666666667 -249.644193309893 -247.089838460308 13 212
3206 2926 106.85 -7.51666666666667 -260.321649291204 -257.834638687073 13 212
3207 2926 106.883333333333 -7.51666666666667 -262.908419291333 -260.480134262025 13 212
3208 2926 106.916666666667 -7.51666666666667 -258.27368699668 -255.913134273893 13 212
3209 2926 106.95 -7.51666666666667 -252.196324443768 -249.927837980865 13 212
3210 2926 106.983333333333 -7.51666666666667 -247.888072540554 -245.721084780734 13 212
3211 2926 107.016666666667 -7.51666666666667 -244.488558532036 -242.415622514183 13 212
3212 2926 107.05 -7.51666666666667 -239.940481824244 -237.955541173232 13 212
3213 2926 107.083333333333 -7.51666666666667 -230.651031899208 -228.759459178945 13 212
3214 2926 107.116666666667 -7.51666666666667 -213.773098640581 -211.979502202536 13 212
3215 2926 107.15 -7.51666666666667 -192.358291590269 -190.66594074477 13 212
3186 2925 106.183333333333 -7.48333333333333 7.44165393518539 9.743723889142 13 212
3187 2925 106.216666666667 -7.48333333333333 10.2857971790412 12.7143238063644 13 212
3188 2925 106.25 -7.48333333333333 7.72679310433001 10.2030652244478 13 212
3189 2925 106.283333333333 -7.48333333333333 -8.9004496700782 -6.40498148616 13 212
3190 2925 106.316666666667 -7.48333333333333 -40.2870315660663 -37.7771682381289 13 212
3191 2925 106.35 -7.48333333333333 -64.2749104214213 -61.7426806040717 13 212
3192 2925 106.383333333333 -7.48333333333333 -69.5829303604486 -67.0082018698442 13 212
3193 2925 106.416666666667 -7.48333333333333 -66.9749897929288 -64.3270232946546 13 212
3194 2925 106.45 -7.48333333333333 -58.9153083074517 -56.2012748551046 13 212
3195 2925 106.483333333333 -7.48333333333333 -46.6445318392708 -43.9004450887646 13 212
3196 2925 106.516666666667 -7.48333333333333 -36.8592007389138 -34.1001711824485 13 212
3197 2925 106.55 -7.48333333333333 -35.6742174100374 -32.9077059410611 13 212
3198 2925 106.583333333333 -7.48333333333333 -44.2661474356549 -41.5046830072782 13 212
3199 2925 106.616666666667 -7.48333333333333 -60.6186156524412 -57.8778625361638 13 212
3200 2925 106.65 -7.48333333333333 -82.7344782966621 -80.0462081436055 13 212
3201 2925 106.683333333333 -7.48333333333333 -110.381342772654 -107.776197077069 13 212
3202 2925 106.716666666667 -7.48333333333333 -142.247828970007 -139.717682669368 13 212
3203 2925 106.75 -7.48333333333333 -174.068915477826 -171.594630570245 13 212
3204 2925 106.783333333333 -7.48333333333333 -202.530179770338 -200.111862620541 13 212
3205 2925 106.816666666667 -7.48333333333333 -225.515180690644 -223.159002795685 13 212
3206 2925 106.85 -7.48333333333333 -240.316574464191 -238.026445685074 13 212
3207 2925 106.883333333333 -7.48333333333333 -245.941588714312 -243.716321142262 13 212
3208 2925 106.916666666667 -7.48333333333333 -244.464393601889 -242.309718795011 13 212
3209 2925 106.95 -7.48333333333333 -238.524988366159 -236.453165670209 13 212
3210 2925 106.983333333333 -7.48333333333333 -230.87411532665 -228.895696546687 13 212
3211 2925 107.016666666667 -7.48333333333333 -220.866540786134 -218.982553770911 13 212
3212 2925 107.05 -7.48333333333333 -209.110400311792 -207.316721076098 13 212
3213 2925 107.083333333333 -7.48333333333333 -194.424724437276 -192.723957629919 13 212
3214 2925 107.116666666667 -7.48333333333333 -173.101345278254 -171.496982216079 13 212
3215 2925 107.15 -7.48333333333333 -147.227551100168 -145.722880248922 13 212
3186 2924 106.183333333333 -7.45 38.720283722789 40.855418974886 13 212
3187 2924 106.216666666667 -7.45 46.996263995242 49.291419162733 13 212
3188 2924 106.25 -7.45 50.515105833925 52.88062475831 13 212
3189 2924 106.283333333333 -7.45 39.776007470078 42.175861147839 13 212
3190 2924 106.316666666667 -7.45 14.6271524875902 17.0465036140548 13 212
3191 2924 106.35 -7.45 -4.513603328594 -2.057508412914 13 212
3192 2924 106.383333333333 -7.45 -7.612161638093 -5.1051471839255 13 212
3193 2924 106.416666666667 -7.45 -6.9904285912343 -4.4347020248883 13 212
